dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,9.396851,2.920000,9.396951,9.920026,-1.749625,-25.000000,0.000000
0.020000,9.594352,2.920000,9.594452,9.875034,-2.249625,-25.000000,0.000000
0.020000,9.790753,2.920000,9.790853,9.820041,-2.749625,-25.000000,0.000000
0.020000,9.985854,2.920000,9.985954,9.755049,-3.249625,-25.000000,0.000000
0.020000,10.179455,2.920000,10.179555,9.680056,-3.749625,-25.000000,0.000000
0.020000,10.371356,2.920000,10.371456,9.595064,-4.249625,-25.000000,0.000000
0.020000,10.561358,2.920000,10.561458,9.500071,-4.749625,-25.000000,0.000000
0.020000,10.749259,2.920000,10.749359,9.395079,-5.249625,-25.000000,0.000000
0.020000,10.934861,2.920000,10.934961,9.280086,-5.749625,-25.000000,0.000000
0.020000,11.117963,2.920000,11.118063,9.155094,-6.249625,-25.000000,0.000000
0.020000,11.298365,2.920000,11.298465,9.020101,-6.749625,-25.000000,0.000000
0.020000,11.475867,2.920000,11.475967,8.875109,-7.249625,-25.000000,0.000000
0.020000,11.650269,2.920000,11.650369,8.720116,-7.749625,-25.000000,0.000000
0.020000,11.821372,2.920000,11.821472,8.555124,-8.249625,-25.000000,0.000000
0.020000,11.988974,2.920000,11.989074,8.380131,-8.749625,-25.000000,0.000000
0.020000,12.152877,2.920000,12.152977,8.195139,-9.249625,-25.000000,0.000000
0.020000,12.312880,2.920000,12.312980,8.000146,-9.749625,-25.000000,0.000000
0.020000,12.468783,2.920000,12.468883,7.795154,-10.249625,-25.000000,0.000000
0.020000,12.620386,2.920000,12.620486,7.580161,-10.749625,-25.000000,0.000000
0.020000,12.767490,2.920000,12.767590,7.355169,-11.249625,-25.000000,0.000000
0.020000,12.909893,2.920000,12.909993,7.120176,-11.749625,-25.000000,0.000000
0.020000,13.047397,2.920000,13.047497,6.875184,-12.249625,-25.000000,0.000000
0.020000,13.179901,2.920000,13.180001,6.625187,-12.499813,-12.509375,0.000000
0.020000,13.307404,2.920000,13.307504,6.375187,-12.500000,-0.009375,0.000000
0.020000,13.429908,2.920000,13.430008,6.125187,-12.500000,-0.000000,0.000000
0.020000,13.547412,2.920000,13.547512,5.875187,-12.500000,0.000000,0.000000
0.020000,13.659916,2.920000,13.660016,5.625187,-12.500000,-0.000000,0.000000
0.020000,13.767419,2.920000,13.767519,5.375187,-12.500000,0.000000,0.000000
0.020000,13.869923,2.920000,13.870023,5.125187,-12.500000,0.000000,0.000000
0.020000,13.967427,2.920000,13.967527,4.875187,-12.500000,0.000000,0.000000
0.020000,14.059931,2.920000,14.060031,4.625187,-12.500000,-0.000000,0.000000
0.020000,14.147434,2.920000,14.147534,4.375187,-12.500000,0.000000,0.000000
0.020000,14.229938,2.920000,14.230038,4.125187,-12.500000,-0.000000,0.000000
0.020000,14.307442,2.920000,14.307542,3.875187,-12.500000,-0.000000,0.000000
0.020000,14.379946,2.920000,14.380046,3.625187,-12.500000,0.000000,0.000000
0.020000,14.447449,2.920000,14.447549,3.375187,-12.500000,-0.000000,0.000000
0.020000,14.509953,2.920000,14.510053,3.125187,-12.500000,0.000000,0.000000
0.020000,14.567557,2.920000,14.567657,2.880184,-12.250188,12.490625,0.000000
0.020000,14.620460,2.920000,14.620560,2.645176,-11.750375,24.990625,0.000000
0.020000,14.668864,2.920000,14.668964,2.420169,-11.250375,25.000000,0.000000
0.020000,14.712967,2.920000,14.713067,2.205161,-10.750375,25.000000,0.000000
0.020000,14.752970,2.920000,14.753070,2.000154,-10.250375,25.000000,0.000000
0.020000,14.789073,2.920000,14.789173,1.805146,-9.750375,25.000000,0.000000
0.020000,14.821476,2.920000,14.821576,1.620139,-9.250375,25.000000,0.000000
0.020000,14.850378,2.920000,14.850478,1.445131,-8.750375,25.000000,0.000000
0.020000,14.875981,2.920000,14.876081,1.280124,-8.250375,25.000000,0.000000
0.020000,14.898483,2.920000,14.898583,1.125116,-7.750375,25.000000,0.000000
0.020000,14.918085,2.920000,14.918185,0.980109,-7.250375,25.000000,0.000000
0.020000,14.934987,2.920000,14.935087,0.845101,-6.750375,25.000000,0.000000
0.020000,14.949389,2.920000,14.949489,0.720094,-6.250375,25.000000,0.000000
0.020000,14.961491,2.920000,14.961591,0.605086,-5.750375,25.000000,0.000000
0.020000,14.971493,2.920000,14.971593,0.500079,-5.250375,25.000000,0.000000
0.020000,14.979594,2.920000,14.979694,0.405071,-4.750375,25.000000,0.000000
0.020000,14.985995,2.920000,14.986095,0.320064,-4.250375,25.000000,0.000000
0.020000,14.990896,2.920000,14.990996,0.245056,-3.750375,25.000000,0.000000
0.020000,14.994497,2.920000,14.994597,0.180049,-3.250375,25.000000,0.000000
0.020000,14.996998,2.920000,14.997098,0.125041,-2.750375,25.000000,0.000000
0.020000,14.998599,2.920000,14.998699,0.080034,-2.250375,25.000000,0.000000
0.020000,14.999499,2.920000,14.999599,0.045026,-1.750375,25.000000,0.000000
0.020000,14.999900,2.920000,15.000000,0.020019,-1.250375,25.000000,0.000000
0.020000,15.000000,2.920000,15.000100,0.005011,-0.750375,25.000000,0.000000
0.020000,15.000000,2.920000,15.000100,0.000004,-0.250375,25.000000,0.000000
0.020000,15.000000,2.920000,15.000100,0.000000,-0.000187,12.509375,0.000000
