0.000360, 0.036000, 20
0.001800, 0.072000, 20
0.005040, 0.162000, 20
0.010800, 0.288000, 20
0.019800, 0.450000, 20
0.032400, 0.630000, 20
0.048600, 0.810000, 20
0.068400, 0.990000, 20
0.091800, 1.170000, 20
0.118800, 1.350000, 20
0.149400, 1.530000, 20
0.183600, 1.710000, 20
0.221400, 1.890000, 20
0.262800, 2.070000, 20
0.307800, 2.250000, 20
0.356400, 2.430000, 20
0.408600, 2.610000, 20
0.464400, 2.790000, 20
0.523800, 2.970000, 20
0.586800, 3.150000, 20
0.653400, 3.330000, 20
0.723600, 3.510000, 20
0.797400, 3.690000, 20
0.874800, 3.870000, 20
0.955800, 4.050000, 20
1.040400, 4.230000, 20
1.128600, 4.410000, 20
1.220400, 4.590000, 20
1.315800, 4.770000, 20
1.414800, 4.950000, 20
1.517400, 5.130000, 20
1.623600, 5.310000, 20
1.733400, 5.490000, 20
1.846800, 5.670000, 20
1.963800, 5.850000, 20
2.084400, 6.030000, 20
2.208600, 6.210000, 20
2.336400, 6.390000, 20
2.467800, 6.570000, 20
2.602800, 6.750000, 20
2.741400, 6.930000, 20
2.883600, 7.110000, 20
3.029400, 7.290000, 20
3.178800, 7.470000, 20
3.331800, 7.650000, 20
3.488400, 7.830000, 20
3.648600, 8.010000, 20
3.812400, 8.190000, 20
3.979800, 8.370000, 20
4.150800, 8.550000, 20
4.325040, 8.712000, 20
4.501800, 8.838000, 20
4.680360, 8.928000, 20
4.860000, 8.982000, 20
5.040000, 9.000000, 20
5.220000, 9.000000, 20
5.400000, 9.000000, 20
5.580000, 9.000000, 20
5.760000, 9.000000, 20
5.940000, 9.000000, 20
6.120000, 9.000000, 20
6.300000, 9.000000, 20
6.480000, 9.000000, 20
6.660000, 9.000000, 20
6.840000, 9.000000, 20
7.020000, 9.000000, 20
7.200000, 9.000000, 20
7.380000, 9.000000, 20
7.560000, 9.000000, 20
7.740000, 9.000000, 20
7.920000, 9.000000, 20
8.100000, 9.000000, 20
8.280000, 9.000000, 20
8.460000, 9.000000, 20
8.640000, 9.000000, 20
8.820000, 9.000000, 20
9.000000, 9.000000, 20
9.180000, 9.000000, 20
9.360000, 9.000000, 20
9.540000, 9.000000, 20
9.720000, 9.000000, 20
9.900000, 9.000000, 20
10.080000, 9.000000, 20
10.260000, 9.000000, 20
10.440000, 9.000000, 20
10.620000, 9.000000, 20
10.800000, 9.000000, 20
10.980000, 9.000000, 20
11.160000, 9.000000, 20
11.340000, 9.000000, 20
11.522522, 9.126092, 20
11.727193, 10.233578, 20
11.933019, 10.291300, 20
12.140071, 10.352576, 20
12.348423, 10.417600, 20
12.558154, 10.486558, 20
12.769347, 10.559622, 20
12.982085, 10.636942, 20
13.196458, 10.718634, 20
13.412553, 10.804766, 20
13.630460, 10.895344, 20
13.850266, 10.990288, 20
14.072054, 11.089414, 20
14.295902, 11.192404, 20
14.521878, 11.298780, 20
14.750036, 11.407876, 20
